cas,smiles,input_canonical_smiles,canonical_smiles,MW,logP,TPSA,HBA,HBD,rotatable_bonds,aromatic_rings,FractionCSP3,formal_charge,acid_type,acid_group_count,acid_center_aromatic_flag,local_heteroatom_count,local_halogen_count,nearest_heteroatom_distance,local_conjugation,local_formal_charge,error
394-31-0,O=C(O)C1=CC(O)=CC=C1N,Nc1ccc(O)cc1C(=O)O,Nc1ccc(O)cc1C(=O)O,153.137,0.6726,83.55,3,3,1,1,0.0,0,0,1,0,1,0,2,1,0,
91-40-7,O=C(O)C=1C=CC=CC1NC=2C=CC=CC2,O=C(O)c1ccccc1Nc1ccccc1,O=C(O)c1ccccc1Nc1ccccc1,213.236,3.1284,49.33,2,2,3,2,0.0,0,0,1,0,1,0,2,1,0,
2835-81-6,O=C(O)C(N)CC,CCC(N)C(=O)O,CCC(N)C(=O)O,103.121,-0.1917,63.32,2,2,2,0,0.75,0,0,1,0,1,0,2,1,0,
1132-21-4,O=C(O)C=1C=C(OC)C=C(OC)C1,COc1cc(OC)cc(C(=O)O)c1,COc1cc(OC)cc(C(=O)O)c1,182.175,1.402,55.76,3,1,3,1,0.222222,0,0,1,0,1,0,2,1,0,
934-60-1,O=C(O)C=1N=C(C=CC1)C,Cc1cccc(C(=O)O)n1,Cc1cccc(C(=O)O)n1,137.138,1.08822,50.19,2,1,1,1,0.142857,0,0,1,0,1,0,2,1,0,
2941-78-8,O=C(O)C1=CC(=CC=C1N)C,Cc1ccc(N)c(C(=O)O)c1,Cc1ccc(N)c(C(=O)O)c1,151.165,1.27542,63.32,2,2,1,1,0.125,0,0,1,0,1,0,2,1,0,
7311-63-9,O=C(O)C=1SC(Br)=CC1,O=C(O)c1ccc(Br)s1,O=C(O)c1ccc(Br)s1,207.048,2.2088,37.3,2,1,1,1,0.0,0,0,1,0,1,0,2,1,0,
65-86-1,O=C1C=C(NC(=O)N1)C(=O)O,O=C(O)c1cc(=O)[nH]c(=O)[nH]1,O=C(O)c1cc(=O)[nH]c(=O)[nH]1,156.097,-1.2386,103.02,3,3,1,1,0.0,0,0,1,0,1,0,2,1,0,
122-59-8,O=C(O)COC=1C=CC=CC1,O=C(O)COc1ccccc1,O=C(O)COc1ccccc1,152.149,1.15,46.53,2,1,3,1,0.125,0,0,1,0,1,0,2,1,0,
585-76-2,O=C(O)C=1C=CC=C(Br)C1,O=C(O)c1cccc(Br)c1,O=C(O)c1cccc(Br)c1,201.019,2.1473,37.3,1,1,1,1,0.0,0,0,1,0,1,0,2,1,0,
92-70-6,O=C(O)C1=CC=2C=CC=CC2C=C1O,O=C(O)c1cc2ccccc2cc1O,O=C(O)c1cc2ccccc2cc1O,188.182,2.2436,57.53,2,2,1,2,0.0,0,0,1,0,1,0,2,1,0,
79-43-6,O=C(O)C(Cl)Cl,O=C(O)C(Cl)Cl,O=C(O)C(Cl)Cl,128.942,0.8747,37.3,1,1,1,0,0.5,0,0,1,0,1,0,2,1,0,
328-42-7,O=C(O)C(=O)CC(=O)O,O=C(O)CC(=O)C(=O)O,O=C(O)CC(=O)C(=O)O,132.071,-0.8852,91.67,3,2,3,0,0.25,0,0,2,0,2,0,4,2,0,
444-27-9,O=C(O)C1NCSC1,O=C(O)C1CSCN1,O=C(O)C1CSCN1,133.172,-0.2665,49.33,3,2,1,0,0.75,0,0,1,0,1,0,2,1,0,
1918-77-0,O=C(O)CC=1SC=CC1,O=C(O)Cc1cccs1,O=C(O)Cc1cccs1,142.179,1.3752,37.3,2,1,2,1,0.166667,0,0,1,0,1,0,2,1,0,
4294-95-5,O=C(O)C1=CC=C(OC)C=C1N,COc1ccc(C(=O)O)c(N)c1,COc1ccc(C(=O)O)c(N)c1,167.164,0.9756,72.55,3,2,2,1,0.125,0,0,1,0,1,0,2,1,0,
77-95-2,O=C(O)C1(O)CC(O)C(O)C(O)C1,O=C(O)C1(O)CC(O)C(O)C(O)C1,O=C(O)C1(O)CC(O)C(O)C(O)C1,192.167,-2.3214,118.22,5,5,1,0,0.857143,0,0,1,0,1,0,2,1,0,
1521-38-6,O=C(O)C=1C=CC=C(OC)C1OC,COc1cccc(C(=O)O)c1OC,COc1cccc(C(=O)O)c1OC,182.175,1.402,55.76,3,1,3,1,0.222222,0,0,1,0,1,0,2,1,0,
321-14-2,O=C(O)C1=CC(Cl)=CC=C1O,O=C(O)c1cc(Cl)ccc1O,O=C(O)c1cc(Cl)ccc1O,172.567,1.7438,57.53,2,2,1,1,0.0,0,0,1,0,1,0,2,1,0,
446-32-2,O=C(O)C1=CC=C(F)C=C1N,Nc1cc(F)ccc1C(=O)O,Nc1cc(F)ccc1C(=O)O,155.128,1.1061,63.32,2,2,1,1,0.0,0,0,1,0,1,0,2,1,0,
490-11-9,O=C(O)C=1C=NC=CC1C(=O)O,O=C(O)c1ccncc1C(=O)O,O=C(O)c1ccncc1C(=O)O,167.12,0.478,87.49,3,2,2,1,0.0,0,0,2,0,2,0,4,2,0,
121-92-6,O=C(O)C1=CC=CC(=C1)N(=O)=O,O=C(O)c1cccc([N+](=O)[O-])c1,O=C(O)c1cccc([N+](=O)[O-])c1,167.12,1.293,80.44,3,1,2,1,0.0,0,0,1,0,1,0,2,1,0,
147-71-7,O=C(O)C(O)C(O)C(=O)O,O=C(O)C(O)C(O)C(=O)O,O=C(O)C(O)C(O)C(=O)O,150.086,-2.1226,115.06,4,4,3,0,0.5,0,0,2,0,2,0,4,2,0,
123-93-3,O=C(O)CSCC(=O)O,O=C(O)CSCC(=O)O,O=C(O)CSCC(=O)O,150.155,-0.1112,74.6,3,2,4,0,0.5,0,0,2,0,2,0,4,2,0,
505-48-6,O=C(O)CCCCCCC(=O)O,O=C(O)CCCCCCC(=O)O,O=C(O)CCCCCCC(=O)O,174.196,1.4962,74.6,2,2,7,0,0.75,0,0,2,0,2,0,4,2,0,
660-88-8,O=C(O)CCCCN,NCCCCC(=O)O,NCCCCC(=O)O,117.148,0.2,63.32,2,2,4,0,0.8,0,0,1,0,1,0,2,1,0,
2305-36-4,O=C(O)C1=CC=C(C=C1N)C,Cc1ccc(C(=O)O)c(N)c1,Cc1ccc(C(=O)O)c(N)c1,151.165,1.27542,63.32,2,2,1,1,0.125,0,0,1,0,1,0,2,1,0,
499-81-0,O=C(O)C1=CN=CC(=C1)C(=O)O,O=C(O)c1cncc(C(=O)O)c1,O=C(O)c1cncc(C(=O)O)c1,167.12,0.478,87.49,3,2,2,1,0.0,0,0,2,0,2,0,4,2,0,
645-08-9,O=C(O)C1=CC=C(OC)C(O)=C1,COc1ccc(C(=O)O)cc1O,COc1ccc(C(=O)O)cc1O,168.148,1.099,66.76,3,2,2,1,0.125,0,0,1,0,1,0,2,1,0,
637-44-5,O=C(O)C#CC=1C=CC=CC1,O=C(O)C#Cc1ccccc1,O=C(O)C#Cc1ccccc1,146.145,1.1227,37.3,1,1,0,1,0.0,0,0,1,0,1,0,2,1,0,
614-19-7,O=C(O)CC(N)C=1C=CC=CC1,NC(CC(=O)O)c1ccccc1,NC(CC(=O)O)c1ccccc1,165.192,1.1611,63.32,2,2,3,1,0.222222,0,0,1,0,1,0,2,1,0,
138-41-0,O=C(O)C1=CC=C(C=C1)S(=O)(=O)N,NS(=O)(=O)c1ccc(C(=O)O)cc1,NS(=O)(=O)c1ccc(C(=O)O)cc1,201.203,0.0322,97.46,3,2,2,1,0.0,0,0,1,0,1,0,2,1,0,
2019-34-3,O=C(O)CCC1=CC=C(Cl)C=C1,O=C(O)CCc1ccc(Cl)cc1,O=C(O)CCc1ccc(Cl)cc1,184.622,2.3572,37.3,1,1,3,1,0.222222,0,0,1,0,1,0,2,1,0,
609-99-4,O=C(O)C=1C=C(C=C(C1O)N(=O)=O)N(=O)=O,O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,228.116,0.9068,143.81,6,2,3,1,0.0,0,0,1,0,1,0,2,1,0,
600-18-0,O=C(O)C(=O)CC,CCC(=O)C(=O)O,CCC(=O)C(=O)O,102.089,0.0501,54.37,2,1,2,0,0.5,0,0,1,0,1,0,2,1,0,
28954-12-3,O=C(O)C(N)C(O)C,CC(O)C(N)C(=O)O,CC(O)C(N)C(=O)O,119.12,-1.2209,83.55,3,3,2,0,0.75,0,0,1,0,1,0,2,1,0,
121-91-5,O=C(O)C1=CC=CC(=C1)C(=O)O,O=C(O)c1cccc(C(=O)O)c1,O=C(O)c1cccc(C(=O)O)c1,166.132,1.083,74.6,2,2,2,1,0.0,0,0,2,0,2,0,4,2,0,
3235-69-6,O=C(O)CN1CCOCC1,O=C(O)CN1CCOCC1,O=C(O)CN1CCOCC1,145.158,-0.5968,49.77,3,1,2,0,0.833333,0,0,1,0,1,0,2,1,0,
103-01-5,O=C(O)CNC=1C=CC=CC1,O=C(O)CNc1ccccc1,O=C(O)CNc1ccccc1,151.165,1.1831,49.33,2,2,3,1,0.125,0,0,1,0,1,0,2,1,0,
455-38-9,O=C(O)C=1C=CC=C(F)C1,O=C(O)c1cccc(F)c1,O=C(O)c1cccc(F)c1,140.113,1.5239,37.3,1,1,1,1,0.0,0,0,1,0,1,0,2,1,0,
1877-73-2,O=C(O)CC=1C=CC=C(C1)N(=O)=O,O=C(O)Cc1cccc([N+](=O)[O-])c1,O=C(O)Cc1cccc([N+](=O)[O-])c1,181.147,1.2219,80.44,3,1,3,1,0.125,0,0,1,0,1,0,2,1,0,
590-93-2,O=C(O)C#CC,CC#CC(=O)O,CC#CC(=O)O,84.074,0.0943,37.3,1,1,0,0,0.25,0,0,1,0,1,0,2,1,0,
105-43-1,O=C(O)CC(C)CC,CCC(C)CC(=O)O,CCC(C)CC(=O)O,116.16,1.5072,37.3,1,1,3,0,0.833333,0,0,1,0,1,0,2,1,0,
118-90-1,O=C(O)C=1C=CC=CC1C,Cc1ccccc1C(=O)O,Cc1ccccc1C(=O)O,136.15,1.69322,37.3,1,1,1,1,0.125,0,0,1,0,1,0,2,1,0,
622-47-9,O=C(O)CC1=CC=C(C=C1)C,Cc1ccc(CC(=O)O)cc1,Cc1ccc(CC(=O)O)cc1,150.177,1.62212,37.3,1,1,2,1,0.222222,0,0,1,0,1,0,2,1,0,
98-73-7,O=C(O)C1=CC=C(C=C1)C(C)(C)C,CC(C)(C)c1ccc(C(=O)O)cc1,CC(C)(C)c1ccc(C(=O)O)cc1,178.231,2.6823,37.3,1,1,1,1,0.363636,0,0,1,0,1,0,2,1,0,
1929-29-9,O=C(O)CCC1=CC=C(OC)C=C1,COc1ccc(CCC(=O)O)cc1,COc1ccc(CCC(=O)O)cc1,180.203,1.7124,46.53,2,1,4,1,0.3,0,0,1,0,1,0,2,1,0,
5794-88-7,O=C(O)C1=CC(Br)=CC=C1N,Nc1ccc(Br)cc1C(=O)O,Nc1ccc(Br)cc1C(=O)O,216.034,1.7295,63.32,2,2,1,1,0.0,0,0,1,0,1,0,2,1,0,
492-86-4,O=C(O)C(O)C1=CC=C(Cl)C=C1,O=C(O)C(O)c1ccc(Cl)cc1,O=C(O)C(O)c1ccc(Cl)cc1,186.594,1.458,57.53,2,2,2,1,0.125,0,0,1,0,1,0,2,1,0,
122-88-3,O=C(O)COC1=CC=C(Cl)C=C1,O=C(O)COc1ccc(Cl)cc1,O=C(O)COc1ccc(Cl)cc1,186.594,1.8034,46.53,2,1,3,1,0.125,0,0,1,0,1,0,2,1,0,
541-47-9,O=C(O)C=C(C)C,CC(C)=CC(=O)O,CC(C)=CC(=O)O,100.117,1.0372,37.3,1,1,1,0,0.4,0,0,1,0,1,0,2,1,0,
304-55-2,O=C(O)C(S)C(S)C(=O)O,O=C(O)C(S)C(S)C(=O)O,O=C(O)C(S)C(S)C(=O)O,182.222,-0.2476,74.6,4,4,3,0,0.5,0,0,2,0,2,0,4,2,0,
586-38-9,O=C(O)C=1C=CC=C(OC)C1,COc1cccc(C(=O)O)c1,COc1cccc(C(=O)O)c1,152.149,1.3934,46.53,2,1,2,1,0.125,0,0,1,0,1,0,2,1,0,
6705-03-9,O=C(O)C1=CC(OC)=CC=C1N,COc1ccc(N)c(C(=O)O)c1,COc1ccc(N)c(C(=O)O)c1,167.164,0.9756,72.55,3,2,2,1,0.125,0,0,1,0,1,0,2,1,0,
4442-54-0,O=C(O)C1=CC=C2OCCOC2=C1,O=C(O)c1ccc2c(c1)OCCO2,O=C(O)c1ccc2c(c1)OCCO2,180.159,1.156,55.76,3,1,1,1,0.222222,0,0,1,0,1,0,2,1,0,
625-45-6,O=C(O)COC,COCC(=O)O,COCC(=O)O,90.078,-0.2826,46.53,2,1,2,0,0.666667,0,0,1,0,1,0,2,1,0,
2623-91-8,O=C(O)C(N)CC,CCC(N)C(=O)O,CCC(N)C(=O)O,103.121,-0.1917,63.32,2,2,2,0,0.75,0,0,1,0,1,0,2,1,0,
2345-34-8,O=C(O)C1=CC=C(OC(=O)C)C=C1,CC(=O)Oc1ccc(C(=O)O)cc1,CC(=O)Oc1ccc(C(=O)O)cc1,180.159,1.3101,63.6,3,1,2,1,0.111111,0,0,1,0,1,0,2,1,0,
53293-00-8,O=C(O)CCCC#C,C#CCCCC(=O)O,C#CCCCC(=O)O,112.128,0.8745,37.3,1,1,3,0,0.5,0,0,1,0,1,0,2,1,0,
303-07-1,O=C(O)C=1C(O)=CC=CC1O,O=C(O)c1c(O)cccc1O,O=C(O)c1c(O)cccc1O,154.121,0.796,77.76,3,3,1,1,0.0,0,0,1,0,1,0,2,1,0,
86-55-5,O=C(O)C1=CC=CC=2C=CC=CC21,O=C(O)c1cccc2ccccc12,O=C(O)c1cccc2ccccc12,172.183,2.538,37.3,1,1,1,2,0.0,0,0,1,0,1,0,2,1,0,
85-38-1,O=C(O)C1=CC=CC(=C1O)N(=O)=O,O=C(O)c1cccc([N+](=O)[O-])c1O,O=C(O)c1cccc([N+](=O)[O-])c1O,183.119,0.9986,100.67,4,2,2,1,0.0,0,0,1,0,1,0,2,1,0,
142-62-1,O=C(O)CCCCC,CCCCCC(=O)O,CCCCCC(=O)O,116.16,1.6513,37.3,1,1,4,0,0.833333,0,0,1,0,1,0,2,1,0,
111-14-8,O=C(O)CCCCCC,CCCCCCC(=O)O,CCCCCCC(=O)O,130.187,2.0414,37.3,1,1,5,0,0.857143,0,0,1,0,1,0,2,1,0,
711-02-4,O=C(O)C12CCC(C(=O)O)(CC1)CC2,O=C(O)C12CCC(C(=O)O)(CC1)CC2,O=C(O)C12CCC(C(=O)O)(CC1)CC2,198.218,1.4962,74.6,2,2,2,0,0.8,0,0,2,0,2,0,4,2,0,
619-84-1,O=C(O)C1=CC=C(C=C1)N(C)C,CN(C)c1ccc(C(=O)O)cc1,CN(C)c1ccc(C(=O)O)cc1,165.192,1.4508,40.54,2,1,2,1,0.222222,0,0,1,0,1,0,2,1,0,
602-94-8,O=C(O)C=1C(F)=C(F)C(F)=C(F)C1F,O=C(O)c1c(F)c(F)c(F)c(F)c1F,O=C(O)c1c(F)c(F)c(F)c(F)c1F,212.073,2.0803,37.3,1,1,1,1,0.0,0,0,1,0,1,0,2,1,0,
405-50-5,O=C(O)CC1=CC=C(F)C=C1,O=C(O)Cc1ccc(F)cc1,O=C(O)Cc1ccc(F)cc1,154.14,1.4528,37.3,1,1,2,1,0.125,0,0,1,0,1,0,2,1,0,
109-52-4,O=C(O)CCCC,CCCCC(=O)O,CCCCC(=O)O,102.133,1.2612,37.3,1,1,3,0,0.8,0,0,1,0,1,0,2,1,0,
1918-79-2,O=C(O)C=1SC(=CC1)C,Cc1ccc(C(=O)O)s1,Cc1ccc(C(=O)O)s1,142.179,1.75472,37.3,2,1,1,1,0.166667,0,0,1,0,1,0,2,1,0,
480-63-7,O=C(O)C=1C(=CC(=CC1C)C)C,Cc1cc(C)c(C(=O)O)c(C)c1,Cc1cc(C)c(C(=O)O)c(C)c1,164.204,2.31006,37.3,1,1,1,1,0.3,0,0,1,0,1,0,2,1,0,
874-61-3,O=C(O)C1CCC(=O)CC1,O=C1CCC(C(=O)O)CC1,O=C1CCC(C(=O)O)CC1,142.154,0.8303,54.37,2,1,1,0,0.714286,0,0,1,0,1,0,2,1,0,
500-05-0,O=C1OC=C(C=C1)C(=O)O,O=C(O)c1ccc(=O)oc1,O=C(O)c1ccc(=O)oc1,140.094,0.338,67.51,3,1,1,1,0.0,0,0,1,0,1,0,2,1,0,
6317-37-9,O=C(O)C=1SC(=CC1)N(=O)=O,O=C(O)c1ccc([N+](=O)[O-])s1,O=C(O)c1ccc([N+](=O)[O-])s1,173.149,1.3545,80.44,4,1,2,1,0.0,0,0,1,0,1,0,2,1,0,
619-21-6,O=CC1=CC=CC(=C1)C(=O)O,O=Cc1cccc(C(=O)O)c1,O=Cc1cccc(C(=O)O)c1,150.133,1.1973,54.37,2,1,2,1,0.0,0,0,1,0,1,0,2,1,0,
331-25-9,O=C(O)CC=1C=CC=C(F)C1,O=C(O)Cc1cccc(F)c1,O=C(O)Cc1cccc(F)c1,154.14,1.4528,37.3,1,1,2,1,0.125,0,0,1,0,1,0,2,1,0,
619-17-0,O=C(O)C1=CC=C(C=C1N)N(=O)=O,Nc1cc([N+](=O)[O-])ccc1C(=O)O,Nc1cc([N+](=O)[O-])ccc1C(=O)O,182.135,0.8752,106.46,4,2,2,1,0.0,0,0,1,0,1,0,2,1,0,
75-98-9,O=C(O)C(C)(C)C,CC(C)(C)C(=O)O,CC(C)(C)C(=O)O,102.133,1.1171,37.3,1,1,0,0,0.8,0,0,1,0,1,0,2,1,0,
68-11-1,O=C(O)CS,O=C(O)CS,O=C(O)CS,92.119,0.0008,37.3,2,2,1,0,0.5,0,0,1,0,1,0,2,1,0,
107-92-6,O=C(O)CCC,CCCC(=O)O,CCCC(=O)O,88.106,0.8711,37.3,1,1,2,0,0.75,0,0,1,0,1,0,2,1,0,
24830-94-2,O=C(O)C(N)C(O)C,CC(O)C(N)C(=O)O,CC(O)C(N)C(=O)O,119.12,-1.2209,83.55,3,3,2,0,0.75,0,0,1,0,1,0,2,1,0,
499-06-9,O=C(O)C=1C=C(C=C(C1)C)C,Cc1cc(C)cc(C(=O)O)c1,Cc1cc(C)cc(C(=O)O)c1,150.177,2.00164,37.3,1,1,1,1,0.222222,0,0,1,0,1,0,2,1,0,
632-46-2,O=C(O)C=1C(=CC=CC1C)C,Cc1cccc(C)c1C(=O)O,Cc1cccc(C)c1C(=O)O,150.177,2.00164,37.3,1,1,1,1,0.222222,0,0,1,0,1,0,2,1,0,
610-72-0,O=C(O)C1=CC(=CC=C1C)C,Cc1ccc(C)c(C(=O)O)c1,Cc1ccc(C)c(C(=O)O)c1,150.177,2.00164,37.3,1,1,1,1,0.222222,0,0,1,0,1,0,2,1,0,
99-64-9,O=C(O)C1=CC=CC(=C1)N(C)C,CN(C)c1cccc(C(=O)O)c1,CN(C)c1cccc(C(=O)O)c1,165.192,1.4508,40.54,2,1,2,1,0.222222,0,0,1,0,1,0,2,1,0,
4767-03-7,O=C(O)C(C)(CO)CO,CC(CO)(CO)C(=O)O,CC(CO)(CO)C(=O)O,134.131,-0.9381,77.76,3,3,3,0,0.8,0,0,1,0,1,0,2,1,0,
498-21-5,O=C(O)CC(C(=O)O)C,CC(CC(=O)O)C(=O)O,CC(CC(=O)O)C(=O)O,132.115,0.1818,74.6,2,2,3,0,0.6,0,0,2,0,2,0,4,2,0,
142-73-4,O=C(O)CNCC(=O)O,O=C(O)CNCC(=O)O,O=C(O)CNCC(=O)O,133.103,-1.2548,86.63,3,3,4,0,0.5,0,0,2,0,2,0,4,2,0,
50-85-1,O=C(O)C1=CC=C(C=C1O)C,Cc1ccc(C(=O)O)c(O)c1,Cc1ccc(C(=O)O)c(O)c1,152.149,1.39882,57.53,2,2,1,1,0.125,0,0,1,0,1,0,2,1,0,
86-59-9,O=C(O)C1=CC=CC2=CC=CN=C21,O=C(O)c1cccc2cccnc12,O=C(O)c1cccc2cccnc12,173.171,1.933,50.19,2,1,1,2,0.0,0,0,1,0,1,0,2,1,0,
16642-79-8,O=C(O)CCC1=CC=C(C=C1)N(=O)=O,O=C(O)CCc1ccc([N+](=O)[O-])cc1,O=C(O)CCc1ccc([N+](=O)[O-])cc1,195.174,1.612,80.44,3,1,4,1,0.222222,0,0,1,0,1,0,2,1,0,
133-37-9,O=C(O)C(O)C(O)C(=O)O,O=C(O)C(O)C(O)C(=O)O,O=C(O)C(O)C(O)C(=O)O,150.086,-2.1226,115.06,4,4,3,0,0.5,0,0,2,0,2,0,4,2,0,
7782-24-3,O=C(O)C(C=1C=CC=CC1)C,CC(C(=O)O)c1ccccc1,CC(C(=O)O)c1ccccc1,150.177,1.8747,37.3,1,1,2,1,0.222222,0,0,1,0,1,0,2,1,0,
611-01-8,O=C(O)C1=CC=C(C=C1C)C,Cc1ccc(C(=O)O)c(C)c1,Cc1ccc(C(=O)O)c(C)c1,150.177,2.00164,37.3,1,1,1,1,0.222222,0,0,1,0,1,0,2,1,0,
603-79-2,O=C(O)C1=CC=CC(=C1C)C,Cc1cccc(C(=O)O)c1C,Cc1cccc(C(=O)O)c1C,150.177,2.00164,37.3,1,1,1,1,0.222222,0,0,1,0,1,0,2,1,0,
91-52-1,O=C(O)C1=CC=C(OC)C=C1OC,COc1ccc(C(=O)O)c(OC)c1,COc1ccc(C(=O)O)c(OC)c1,182.175,1.402,55.76,3,1,3,1,0.222222,0,0,1,0,1,0,2,1,0,
499-80-9,O=C(O)C1=NC=CC(=C1)C(=O)O,O=C(O)c1ccnc(C(=O)O)c1,O=C(O)c1ccnc(C(=O)O)c1,167.12,0.478,87.49,3,2,2,1,0.0,0,0,2,0,2,0,4,2,0,
619-19-2,O=C(O)C1=CC=C(C=C1O)N(=O)=O,O=C(O)c1ccc([N+](=O)[O-])cc1O,O=C(O)c1ccc([N+](=O)[O-])cc1O,183.119,0.9986,100.67,4,2,2,1,0.0,0,0,1,0,1,0,2,1,0,
79-08-3,O=C(O)CBr,O=C(O)CBr,O=C(O)CBr,138.948,0.4659,37.3,1,1,1,0,0.5,0,0,1,0,1,0,2,1,0,
141-82-2,O=C(O)CC(=O)O,O=C(O)CC(=O)O,O=C(O)CC(=O)O,104.061,-0.4543,74.6,2,2,2,0,0.333333,0,0,2,0,2,0,4,2,0,
601-75-2,O=C(O)C(C(=O)O)CC,CCC(C(=O)O)C(=O)O,CCC(C(=O)O)C(=O)O,132.115,0.1818,74.6,2,2,3,0,0.6,0,0,2,0,2,0,4,2,0,
80-68-2,O=C(O)C(N)C(O)C,CC(O)C(N)C(=O)O,CC(O)C(N)C(=O)O,119.12,-1.2209,83.55,3,3,2,0,0.75,0,0,1,0,1,0,2,1,0,
565-71-9,O=C(O)C(O)CN,NCC(O)C(=O)O,NCC(O)C(=O)O,105.093,-1.6094,83.55,3,3,2,0,0.666667,0,0,1,0,1,0,2,1,0,
70-49-5,O=C(O)CC(S)C(=O)O,O=C(O)CC(S)C(=O)O,O=C(O)CC(S)C(=O)O,150.155,-0.1559,74.6,3,3,3,0,0.5,0,0,2,0,2,0,4,2,0,
567-61-3,O=C(O)C=1C(O)=CC=CC1C,Cc1cccc(O)c1C(=O)O,Cc1cccc(O)c1C(=O)O,152.149,1.39882,57.53,2,2,1,1,0.125,0,0,1,0,1,0,2,1,0,
2237-36-7,O=C(O)C1=CC=C(OC)C=C1O,COc1ccc(C(=O)O)c(O)c1,COc1ccc(C(=O)O)c(O)c1,168.148,1.099,66.76,3,2,2,1,0.125,0,0,1,0,1,0,2,1,0,
1878-65-5,O=C(O)CC=1C=CC=C(Cl)C1,O=C(O)Cc1cccc(Cl)c1,O=C(O)Cc1cccc(Cl)c1,170.595,1.9671,37.3,1,1,2,1,0.125,0,0,1,0,1,0,2,1,0,
52950-18-2,O=C(O)C(O)C=1C=CC=CC1Cl,O=C(O)C(O)c1ccccc1Cl,O=C(O)C(O)c1ccccc1Cl,186.594,1.458,57.53,2,2,2,1,0.125,0,0,1,0,1,0,2,1,0,
16650-55-8,O=C(O)C1=CC=C(Br)C=2C=CC=CC12,O=C(O)c1ccc(Br)c2ccccc12,O=C(O)c1ccc(Br)c2ccccc12,251.079,3.3005,37.3,1,1,1,2,0.0,0,0,1,0,1,0,2,1,0,
381-73-7,O=C(O)C(F)F,O=C(O)C(F)F,O=C(O)C(F)F,96.032,0.3361,37.3,1,1,1,0,0.5,0,0,1,0,1,0,2,1,0,
20485-43-2,O=C(O)C1=NC=CN1C,Cn1ccnc1C(=O)O,Cn1ccnc1C(=O)O,126.115,0.1183,55.12,2,1,1,1,0.2,0,0,1,0,1,0,2,1,0,
6940-50-7,O=C(O)C(O)C1=CC=C(Br)C=C1,O=C(O)C(O)c1ccc(Br)cc1,O=C(O)C(O)c1ccc(Br)cc1,231.045,1.5671,57.53,2,2,2,1,0.125,0,0,1,0,1,0,2,1,0,
2510-32-9,O=C(O)C=1OC=NC1C,Cc1ncoc1C(=O)O,Cc1ncoc1C(=O)O,127.099,0.68122,63.33,3,1,1,1,0.2,0,0,1,0,1,0,2,1,0,
99-04-7,O=C(O)C1=CC=CC(=C1)C,Cc1cccc(C(=O)O)c1,Cc1cccc(C(=O)O)c1,136.15,1.69322,37.3,1,1,1,1,0.125,0,0,1,0,1,0,2,1,0,
50-79-3,O=C(O)C1=CC(Cl)=CC=C1Cl,O=C(O)c1cc(Cl)ccc1Cl,O=C(O)c1cc(Cl)ccc1Cl,191.013,2.6916,37.3,1,1,1,1,0.0,0,0,1,0,1,0,2,1,0,
40856-44-8,O=C(O)CC(N)C=1C=CC=CC1,NC(CC(=O)O)c1ccccc1,NC(CC(=O)O)c1ccccc1,165.192,1.1611,63.32,2,2,3,1,0.222222,0,0,1,0,1,0,2,1,0,
3128-06-1,O=C(O)CCCC(=O)C,CC(=O)CCCC(=O)O,CC(=O)CCCC(=O)O,130.143,0.8303,54.37,2,1,4,0,0.666667,0,0,1,0,1,0,2,1,0,
107-96-0,O=C(O)CCS,O=C(O)CCS,O=C(O)CCS,106.146,0.3909,37.3,2,2,2,0,0.666667,0,0,1,0,1,0,2,1,0,
2345-51-9,O=C(O)CC#C,C#CCC(=O)O,C#CCC(=O)O,84.074,0.0943,37.3,1,1,1,0,0.25,0,0,1,0,1,0,2,1,0,
1505-50-6,O=C(O)CCC1=CC=C(C=C1)C,Cc1ccc(CCC(=O)O)cc1,Cc1ccc(CCC(=O)O)cc1,164.204,2.01222,37.3,1,1,3,1,0.3,0,0,1,0,1,0,2,1,0,
10128-71-9,O=C(O)C=1C=CN=CC1O,O=C(O)c1ccncc1O,O=C(O)c1ccncc1O,139.11,0.4854,70.42,3,2,1,1,0.0,0,0,1,0,1,0,2,1,0,
7170-38-9,O=C(O)CCOC=1C=CC=CC1,O=C(O)CCOc1ccccc1,O=C(O)CCOc1ccccc1,166.176,1.5401,46.53,2,1,4,1,0.222222,0,0,1,0,1,0,2,1,0,
618-84-8,O=C(O)C1=CC(N)=CC(=C1)N(=O)=O,Nc1cc(C(=O)O)cc([N+](=O)[O-])c1,Nc1cc(C(=O)O)cc([N+](=O)[O-])c1,182.135,0.8752,106.46,4,2,2,1,0.0,0,0,1,0,1,0,2,1,0,
85-52-9,O=C(O)C=1C=CC=CC1C(=O)C=2C=CC=CC2,O=C(O)c1ccccc1C(=O)c1ccccc1,O=C(O)c1ccccc1C(=O)c1ccccc1,226.231,2.6158,54.37,2,1,3,2,0.0,0,0,1,0,1,0,2,1,0,
79-31-2,O=C(O)C(C)C,CC(C)C(=O)O,CC(C)C(=O)O,88.106,0.727,37.3,1,1,1,0,0.75,0,0,1,0,1,0,2,1,0,
79-11-8,O=C(O)CCl,O=C(O)CCl,O=C(O)CCl,94.497,0.3098,37.3,1,1,1,0,0.5,0,0,1,0,1,0,2,1,0,
